"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT1","NAME_BASISWERT2","NAME_BASISWERT3","NAME_BASISWERT4","NAME_BASISWERT5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","67,2","25059,5","37297,4","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","68,4","15456,6","22583,3","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","72,4","6680,3","9228,3","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","1","01 Altstadt - Lehel"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","67,3","20701,4","30745,9","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","70,9","31786,8","44804,9","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","12","12 Schwabing - Freimann"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","74,5","13074,3","17553,7","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","14","14 Berg am Laim"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","76","28956,6","38101,8","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","71","25974,6","36576,3","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","14","14 Berg am Laim"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","71,4","12506,3","17513,1","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","6","06 Sendling"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","69,4","27533,8","39697,8","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","70,2","13424,7","19127,3","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","20","20 Hadern"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","72,4","20638,8","28490,3","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","21","21 Pasing - Obermenzing"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","78,2","19221","24564,3","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","4","04 Schwabing - West"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","68,8","35446,1","51498,7","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","82,2","4745,4","5773,8","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","15","15 Trudering - Riem"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","72","18273,6","25368,9","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","6","06 Sendling"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","70,1","32117,3","45820,3","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","72,7","10648,4","14651,5","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","8","08 Schwanthalerhöhe"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","76","16067,3","21141,1","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","68,6","28462","41460,9","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","20","20 Hadern"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","76,4","21336,1","27940","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","12","12 Schwabing - Freimann"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","72,6","15237,7","20999,9","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","15","15 Trudering - Riem"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","73,4","8583,5","11690,5","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","8","08 Schwanthalerhöhe"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","82,6","8373","10130,9","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","8","08 Schwanthalerhöhe"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","70,6","33995,1","48167,9","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","80,9","226163,7","279435,8","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Gesamtstadt","#100","Stadt München"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","72","892810,5","1239547,2","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Gesamtstadt","#100","Stadt München"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","69,4","666646,8","960111,4","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Gesamtstadt","#100","Stadt München"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","66,7","16280","24412,8","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","73,4","16168,3","22033,7","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","10","10 Moosach"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","67,6","26922,8","39799,1","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","80","35169,3","43976,2","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","74,9","448414,4","598475,3","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Gesamtstadt","#100","Stadt München"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","87,4","9020,9","10324,3","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","79,3","7117,8","8972,7","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","14","14 Berg am Laim"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","76,8","19021,4","24782,4","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","8","08 Schwanthalerhöhe"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","72","20788,7","28888,3","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","4","04 Schwabing - West"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","67,8","12900,3","19022,6","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","14","14 Berg am Laim"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","75,1","39017,3","51925,6","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","83","10490,2","12635,6","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","12","12 Schwabing - Freimann"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","68,2","25607,4","37547,3","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","72,8","43420,6","59660,1","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","66,9","17320","25896,7","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","69,5","44347,7","63769,3","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","75,5","16011,1","21200","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","3","03 Maxvorstadt"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","67,3","42220,1","62713,2","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","79,6","3776,4","4744,5","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","23","23 Allach - Untermenzing"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","67,6","34980,3","51771,4","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","83,7","11094,3","13253,2","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","72","31515,7","43770,2","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","67,8","17272,8","25473,1","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","7","07 Sendling - Westpark"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","77,2","13017,3","16859,3","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","6","06 Sendling"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","82","14570,1","17775,7","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","75,9","9745,6","12842,6","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","81,7","9726","11905,2","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","68,3","18856,8","27603,6","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","14","14 Berg am Laim"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","65,8","14432,3","21937,3","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","23","23 Allach - Untermenzing"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","65","16947,9","26088,1","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","70","53249,3","76116,6","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","64,8","25234,7","38928,8","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","77","5710,1","7415,7","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","20","20 Hadern"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","66,8","22751,9","34045,3","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","20","20 Hadern"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","67,1","12839,9","19125,5","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","68,3","23531,8","34475,7","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","10","10 Moosach"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","74,1","4791,3","6469","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","83,7","19102,1","22835,1","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","74,3","25523,5","34372,3","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","6","06 Sendling"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","70,4","9349,3","13275,3","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","23","23 Allach - Untermenzing"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","75,8","16059,1","21186,9","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","69,3","444396,1","641071,8","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Gesamtstadt","#100","Stadt München"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","69,8","41411,5","59320,4","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","21","21 Pasing - Obermenzing"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","71,7","19208,2","26772,6","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","68,4","21789,7","31865","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","74,2","24499,8","33040,3","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","13","13 Bogenhausen"
"Arbeitsmarkt","Erwerbsfähigenquote","weiblich","69,3","20521,1","29603,5","","","","Einwohnerinnen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Weibliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","11","11 Milbertshofen - Am Hart"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","73,6","42276,9","57440,5","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","12","12 Schwabing - Freimann"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","68,7","50945,1","74196,7","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","68,5","25492,7","37214,9","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","73,6","10363,5","14073,4","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","1","01 Altstadt - Lehel"
"Arbeitsmarkt","Erwerbsfähigenquote","deutsch","72,2","27922,9","38672,4","","","","Deutsche Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren ","Deutsche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","5","05 Au - Haidhausen"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","81,2","7736,1","9523,5","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","25","25 Laim"
"Arbeitsmarkt","Erwerbsfähigenquote","gesamt","76,6","13958","18228,9","","","","Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","1","01 Altstadt - Lehel"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","70,2","18032,3","25683,3","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Arbeitsmarkt","Erwerbsfähigenquote","männlich","80,9","7277,8","9000,7","","","","Männliche Einwohner mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Männliche Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","1","01 Altstadt - Lehel"
"Arbeitsmarkt","Erwerbsfähigenquote","ausländisch","85","12040","14170,7","","","","Ausländische Einwohner_innen mit Hauptwohnsitz im Alter von 15 bis unter 65 Jahren","Ausländische Hauptwohnsitzbevölkerung","","","","2000","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
